# BUSCO version is: 5.1.2 
# The lineage dataset is: viridiplantae_odb10 (Creation date: 2024-01-08, number of genomes: 57, number of BUSCOs: 425)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
42407at33090	Complete	h2tg000003l	18055411	18105583	+	896.8	748	https://v10-1.orthodb.org/?query=42407at33090	WW domain
43683at33090	Complete	h2tg000014l	14132712	14147707	-	780.7	510	https://v10-1.orthodb.org/?query=43683at33090	PPM-type phosphatase domain
43957at33090	Complete	h2tg000012l	3855031	3861108	+	1100.6	688	https://v10-1.orthodb.org/?query=43957at33090	WD40 repeat
44063at33090	Duplicated	h2tg000007l	27873481	27885840	+	688.1	430	https://v10-1.orthodb.org/?query=44063at33090	4-alpha-glucanotransferase
44063at33090	Duplicated	h2tg000026l	3140173	3152574	+	688.1	430	https://v10-1.orthodb.org/?query=44063at33090	4-alpha-glucanotransferase
44526at33090	Complete	h2tg000007l	2341391	2352191	+	741.2	510	https://v10-1.orthodb.org/?query=44526at33090	GPI transamidase component PIG-T
46307at33090	Complete	h2tg000004l	5422473	5430558	+	848.3	444	https://v10-1.orthodb.org/?query=46307at33090	Acetyl-coenzyme A carboxyltransferase, C-terminal
48027at33090	Complete	h2tg000004l	2827801	2832543	+	807.2	426	https://v10-1.orthodb.org/?query=48027at33090	Aminoacyl-tRNA synthetase, class I, anticodon-binding
48290at33090	Complete	h2tg000015l	11951949	11973507	+	706.3	432	https://v10-1.orthodb.org/?query=48290at33090	Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2
48645at33090	Complete	h2tg000005l	1938071	1959669	+	652.5	492	https://v10-1.orthodb.org/?query=48645at33090	Cwf19-like, C-terminal domain-1
49092at33090	Complete	h2tg000015l	6551321	6566497	-	844.4	437	https://v10-1.orthodb.org/?query=49092at33090	Aldehyde dehydrogenase domain
50512at33090	Complete	h2tg000007l	21065543	21067988	+	422.7	351	https://v10-1.orthodb.org/?query=50512at33090	uncharacterized protein LOC107776719
50528at33090	Complete	h2tg000019l	241610	269102	+	540.7	398	https://v10-1.orthodb.org/?query=50528at33090	Light-mediated development protein DET1
51214at33090	Complete	h2tg000005l	586866	593123	+	620.4	416	https://v10-1.orthodb.org/?query=51214at33090	RNA helicase
51262at33090	Complete	h2tg000002l	20470794	20478585	+	462.8	389	https://v10-1.orthodb.org/?query=51262at33090	Peroxisomal/glyoxysomal leader peptide-processing protease
52348at33090	Complete	h2tg000015l	10503434	10509445	-	571.1	388	https://v10-1.orthodb.org/?query=52348at33090	JmjC domain
52435at33090	Complete	h2tg000034l	62757	89740	-	925.8	455	https://v10-1.orthodb.org/?query=52435at33090	Amine oxidase
52795at33090	Complete	h2tg000016l	498488	510076	-	670.5	428	https://v10-1.orthodb.org/?query=52795at33090	Lysine--tRNA ligase
53416at33090	Complete	h2tg000019l	5553431	5559033	+	526.4	360	https://v10-1.orthodb.org/?query=53416at33090	Alpha-1,3-glucosyltransferase
53527at33090	Complete	h2tg000014l	14025788	14039740	+	1082.9	723	https://v10-1.orthodb.org/?query=53527at33090	Glycoside hydrolase, family 77
55448at33090	Complete	h2tg000009l	18868920	18892692	+	799.5	420	https://v10-1.orthodb.org/?query=55448at33090	Proline-tRNA ligase, class IIa
57004at33090	Complete	h2tg000008l	5823389	5828490	-	666.4	455	https://v10-1.orthodb.org/?query=57004at33090	FAD/NAD(P)-binding domain superfamily
58672at33090	Complete	h2tg000001l	9007613	9012579	-	463.4	302	https://v10-1.orthodb.org/?query=58672at33090	VDE lipocalin domain
60262at33090	Complete	h2tg000009l	6964280	6981126	-	615.8	361	https://v10-1.orthodb.org/?query=60262at33090	WD40/YVTN repeat-like-containing domain superfamily
62262at33090	Complete	h2tg000006l	23027463	23037412	-	399.7	276	https://v10-1.orthodb.org/?query=62262at33090	Pseudouridine synthase, catalytic domain superfamily
63411at33090	Complete	h2tg000005l	3692477	3706032	+	632.4	370	https://v10-1.orthodb.org/?query=63411at33090	Fe-S cluster assembly domain superfamily
63853at33090	Complete	h2tg000001l	26859260	26860927	+	635.4	345	https://v10-1.orthodb.org/?query=63853at33090	NAD-dependent epimerase/dehydratase
64272at33090	Complete	h2tg000003l	83863	98187	-	838.3	719	https://v10-1.orthodb.org/?query=64272at33090	Nucleolar protein 14
65263at33090	Complete	h2tg000001l	4119782	4126333	+	463.3	342	https://v10-1.orthodb.org/?query=65263at33090	P-loop containing nucleoside triphosphate hydrolase
67132at33090	Complete	h2tg000016l	1861483	1869039	+	746.1	523	https://v10-1.orthodb.org/?query=67132at33090	DNA topoisomerase 6 subunit B
67389at33090	Complete	h2tg000027l	3226344	3231913	-	571.0	407	https://v10-1.orthodb.org/?query=67389at33090	Ribosomal protein Rsm22-like
68169at33090	Complete	h2tg000025l	396411	406717	-	855.9	649	https://v10-1.orthodb.org/?query=68169at33090	Nucleoporin Nup88
68537at33090	Complete	h2tg000006l	16853631	16865060	+	509.2	360	https://v10-1.orthodb.org/?query=68537at33090	Glycosyltransferase subfamily 4-like, N-terminal domain
68957at33090	Complete	h2tg000011l	1499619	1506093	+	639.6	429	https://v10-1.orthodb.org/?query=68957at33090	Mannosyltransferase
69073at33090	Complete	h2tg000024l	1441194	1445204	+	434.0	295	https://v10-1.orthodb.org/?query=69073at33090	Protein arginine methyltransferase NDUFAF7
69137at33090	Complete	h2tg000014l	22466759	22470416	+	643.6	493	https://v10-1.orthodb.org/?query=69137at33090	CDK5 regulatory subunit-associated protein 3
69505at33090	Complete	h2tg000005l	2689536	2694426	+	569.1	396	https://v10-1.orthodb.org/?query=69505at33090	tRNA A64-2'-O-ribosylphosphate transferase
69614at33090	Complete	h2tg000006l	16785399	16791562	-	576.4	348	https://v10-1.orthodb.org/?query=69614at33090	WD40 repeat
70613at33090	Complete	h2tg000011l	1991444	1995348	-	696.9	374	https://v10-1.orthodb.org/?query=70613at33090	Homogentisate 1,2-dioxygenase
71620at33090	Complete	h2tg000017l	10891961	10937331	-	502.3	333	https://v10-1.orthodb.org/?query=71620at33090	DNA primase large subunit
72992at33090	Complete	h2tg000005l	400756	406608	-	624.0	433	https://v10-1.orthodb.org/?query=72992at33090	RED-like, N-terminal
74230at33090	Complete	h2tg000008l	23217318	23278279	-	649.2	367	https://v10-1.orthodb.org/?query=74230at33090	Peptidogalycan biosysnthesis/recognition
74580at33090	Complete	h2tg000008l	8397379	8404860	-	573.9	402	https://v10-1.orthodb.org/?query=74580at33090	Nuclear protein DGCR14/ESS-2
74742at33090	Complete	h2tg000005l	2277801	2283916	+	254.0	262	https://v10-1.orthodb.org/?query=74742at33090	Histone acetyltransferase type B, catalytic subunit
75785at33090	Complete	h2tg000015l	6491573	6514423	-	435.1	333	https://v10-1.orthodb.org/?query=75785at33090	P-loop containing nucleoside triphosphate hydrolase
76026at33090	Complete	h2tg000008l	6990835	7006855	-	398.8	331	https://v10-1.orthodb.org/?query=76026at33090	SET domain
76849at33090	Complete	h2tg000025l	1378957	1384179	-	640.8	445	https://v10-1.orthodb.org/?query=76849at33090	Mini-chromosome maintenance complex-binding protein
79950at33090	Complete	h2tg000015l	18563380	18584017	+	350.3	281	https://v10-1.orthodb.org/?query=79950at33090	Rhodanese-like domain
83749at33090	Complete	h2tg000008l	6304268	6312330	+	578.6	360	https://v10-1.orthodb.org/?query=83749at33090	Beta-ketoacyl synthase, C-terminal
84114at33090	Complete	h2tg000024l	257435	261667	-	628.6	345	https://v10-1.orthodb.org/?query=84114at33090	Protein of unknown function DUF4336
84264at33090	Complete	h2tg000011l	9698098	9705702	+	659.0	675	https://v10-1.orthodb.org/?query=84264at33090	WW domain
87347at33090	Complete	h2tg000014l	21085679	21098692	-	1184.8	720	https://v10-1.orthodb.org/?query=87347at33090	WD40 repeat
87734at33090	Complete	h2tg000017l	3104143	3118183	+	287.8	231	https://v10-1.orthodb.org/?query=87734at33090	Helicase, C-terminal
88295at33090	Complete	h2tg000011l	1406510	1410751	+	447.6	327	https://v10-1.orthodb.org/?query=88295at33090	Rab3-GAP regulatory subunit
88687at33090	Complete	h2tg000024l	28378485	28387200	-	448.6	322	https://v10-1.orthodb.org/?query=88687at33090	Rad9/Ddc1
88771at33090	Complete	h2tg000027l	3741899	3749372	+	546.0	392	https://v10-1.orthodb.org/?query=88771at33090	Tetratricopeptide-like helical domain superfamily
89796at33090	Complete	h2tg000013l	3346740	3366378	-	857.7	586	https://v10-1.orthodb.org/?query=89796at33090	Conserved oligomeric Golgi complex subunit 6
90240at33090	Complete	h2tg000011l	26865962	26903443	+	516.3	331	https://v10-1.orthodb.org/?query=90240at33090	Methyltransferase domain
90301at33090	Complete	h2tg000016l	15065533	15078016	+	680.1	371	https://v10-1.orthodb.org/?query=90301at33090	Pyridoxal phosphate-dependent transferase
90872at33090	Complete	h2tg000012l	18560578	18569294	-	638.9	338	https://v10-1.orthodb.org/?query=90872at33090	Cation efflux protein
92418at33090	Complete	h2tg000004l	2295872	2299882	+	477.9	269	https://v10-1.orthodb.org/?query=92418at33090	NmrA-like domain
92579at33090	Complete	h2tg000014l	3853252	3866617	+	430.5	319	https://v10-1.orthodb.org/?query=92579at33090	Ubiquitin-associated domain
95807at33090	Duplicated	h2tg000017l	24380382	24391234	-	482.9	371	https://v10-1.orthodb.org/?query=95807at33090	ApaG domain
95807at33090	Duplicated	h2tg000017l	24396526	24415334	-	475.1	371	https://v10-1.orthodb.org/?query=95807at33090	ApaG domain
96953at33090	Complete	h2tg000007l	3445686	3452372	-	379.3	269	https://v10-1.orthodb.org/?query=96953at33090	WD40-repeat-containing domain
97593at33090	Complete	h2tg000003l	4009964	4016437	-	327.3	276	https://v10-1.orthodb.org/?query=97593at33090	Origin recognition complex subunit 4
101241at33090	Complete	h2tg000005l	5010479	5014584	-	526.7	339	https://v10-1.orthodb.org/?query=101241at33090	Actin family
101701at33090	Complete	h2tg000025l	866985	877027	-	785.9	514	https://v10-1.orthodb.org/?query=101701at33090	Nucleotide-diphospho-sugar transferases
102307at33090	Complete	h2tg000017l	25359201	25360232	-	589.0	293	https://v10-1.orthodb.org/?query=102307at33090	WD40 repeat
103267at33090	Complete	h2tg000015l	866599	874696	+	426.5	303	https://v10-1.orthodb.org/?query=103267at33090	RecQ-mediated genome instability protein 1
103382at33090	Complete	h2tg000003l	6035938	6042517	+	267.3	222	https://v10-1.orthodb.org/?query=103382at33090	Oxoglutarate/iron-dependent dioxygenase
104218at33090	Complete	h2tg000011l	8857343	8861678	+	548.9	299	https://v10-1.orthodb.org/?query=104218at33090	Tryptophan synthase beta subunit-like PLP-dependent enzyme
104557at33090	Complete	h2tg000017l	9112306	9133746	-	549.2	321	https://v10-1.orthodb.org/?query=104557at33090	Coenzyme F420 hydrogenase/dehydrogenase beta subunit, C-terminal
104821at33090	Complete	h2tg000005l	2670179	2671963	+	511.2	337	https://v10-1.orthodb.org/?query=104821at33090	RNA 2-O ribose methyltransferase, substrate binding
104867at33090	Duplicated	h2tg000025l	5520593	5528791	+	874.3	641	https://v10-1.orthodb.org/?query=104867at33090	Chorismate-utilising enzyme, C-terminal
104867at33090	Duplicated	h2tg000025l	5492944	5512845	+	840.0	594	https://v10-1.orthodb.org/?query=104867at33090	Chorismate-utilising enzyme, C-terminal
105044at33090	Complete	h2tg000006l	11317052	11328413	+	910.7	594	https://v10-1.orthodb.org/?query=105044at33090	Helicase, C-terminal
105782at33090	Complete	h2tg000003l	676649	684177	+	401.5	262	https://v10-1.orthodb.org/?query=105782at33090	CobW/HypB/UreG, nucleotide-binding domain
105867at33090	Complete	h2tg000007l	30230931	30252545	-	387.6	261	https://v10-1.orthodb.org/?query=105867at33090	Alcohol dehydrogenase, C-terminal
106769at33090	Complete	h2tg000016l	15104053	15115797	-	585.2	324	https://v10-1.orthodb.org/?query=106769at33090	Ribosomal protein S5 domain 2-type fold
106886at33090	Complete	h2tg000017l	3962641	3965557	+	282.4	245	https://v10-1.orthodb.org/?query=106886at33090	Cell division control protein 73, C-terminal
107107at33090	Complete	h2tg000008l	6273832	6284141	+	434.3	381	https://v10-1.orthodb.org/?query=107107at33090	PUB domain
107413at33090	Complete	h2tg000012l	2893002	2895890	-	600.2	356	https://v10-1.orthodb.org/?query=107413at33090	GPI mannosyltransferase 1
108705at33090	Complete	h2tg000013l	4123355	4183101	-	440.7	369	https://v10-1.orthodb.org/?query=108705at33090	Phosphatidylinositol anchor biosynthesis protein PIGW/GWT1
109586at33090	Complete	h2tg000025l	2753022	2761970	+	751.3	445	https://v10-1.orthodb.org/?query=109586at33090	Aminoacyl-tRNA synthetase, class Ia
109823at33090	Complete	h2tg000012l	14842574	14891227	+	414.8	265	https://v10-1.orthodb.org/?query=109823at33090	Domain of unknown function DUF1995
110222at33090	Complete	h2tg000023l	447891	464739	-	426.8	378	https://v10-1.orthodb.org/?query=110222at33090	DnaJ domain
110225at33090	Complete	h2tg000001l	7440560	7447827	-	767.6	468	https://v10-1.orthodb.org/?query=110225at33090	Bacterial bifunctional deaminase-reductase, C-terminal
111210at33090	Complete	h2tg000025l	1326819	1332950	+	450.1	272	https://v10-1.orthodb.org/?query=111210at33090	HAD superfamily
111213at33090	Complete	h2tg000004l	571193	578372	+	398.9	243	https://v10-1.orthodb.org/?query=111213at33090	NAD-dependent epimerase/dehydratase
111249at33090	Complete	h2tg000007l	23552680	23558815	-	267.7	235	https://v10-1.orthodb.org/?query=111249at33090	Predicted protein
111924at33090	Complete	h2tg000006l	16500554	16511986	+	420.7	273	https://v10-1.orthodb.org/?query=111924at33090	Ankyrin repeat-containing domain
112238at33090	Duplicated	h2tg000016l	2447743	2455253	-	637.2	526	https://v10-1.orthodb.org/?query=112238at33090	Zinc finger, PHD-type
112238at33090	Duplicated	h2tg000020l	13383637	13390082	-	589.7	502	https://v10-1.orthodb.org/?query=112238at33090	Zinc finger, PHD-type
112238at33090	Duplicated	h2tg000020l	13478168	13516286	-	583.0	502	https://v10-1.orthodb.org/?query=112238at33090	Zinc finger, PHD-type
112325at33090	Complete	h2tg000019l	7056356	7057757	-	375.6	292	https://v10-1.orthodb.org/?query=112325at33090	Sister chromatid cohesion protein Dcc1
112461at33090	Complete	h2tg000001l	5254929	5281126	+	628.8	367	https://v10-1.orthodb.org/?query=112461at33090	FAD-linked oxidase, C-terminal
112542at33090	Complete	h2tg000011l	3597833	3603019	-	436.1	246	https://v10-1.orthodb.org/?query=112542at33090	Cytochrome C biogenesis protein, transmembrane domain
113024at33090	Duplicated	h2tg000007l	25791086	25801722	+	355.9	226	https://v10-1.orthodb.org/?query=113024at33090	Queuosine salvage protein
113024at33090	Duplicated	h2tg000026l	1015267	1019449	+	355.9	226	https://v10-1.orthodb.org/?query=113024at33090	Queuosine salvage protein
114996at33090	Complete	h2tg000025l	2655239	2662969	-	1336.7	927	https://v10-1.orthodb.org/?query=114996at33090	Elongator complex protein 1
115240at33090	Complete	h2tg000011l	10309802	10318035	+	434.0	311	https://v10-1.orthodb.org/?query=115240at33090	Ubiquitin domain
115992at33090	Complete	h2tg000034l	1302346	1309566	+	436.9	254	https://v10-1.orthodb.org/?query=115992at33090	WD40 repeat
116411at33090	Complete	h2tg000005l	10083789	10114972	+	376.0	246	https://v10-1.orthodb.org/?query=116411at33090	WD40/YVTN repeat-like-containing domain superfamily
116516at33090	Complete	h2tg000005l	13733895	13770415	-	600.3	351	https://v10-1.orthodb.org/?query=116516at33090	SecY/SEC61-alpha family
116585at33090	Complete	h2tg000001l	26421396	26436608	+	392.0	298	https://v10-1.orthodb.org/?query=116585at33090	Zinc finger, RING-type
116623at33090	Complete	h2tg000027l	3117286	3130209	-	300.2	284	https://v10-1.orthodb.org/?query=116623at33090	Zinc finger, HIT-type
117191at33090	Complete	h2tg000007l	8266101	8274626	-	376.5	271	https://v10-1.orthodb.org/?query=117191at33090	NAD(P)-binding domain
117247at33090	Complete	h2tg000023l	9286180	9310905	-	475.3	271	https://v10-1.orthodb.org/?query=117247at33090	Protein phosphatase methylesterase 1
119439at33090	Complete	h2tg000014l	16610239	16618793	-	522.9	337	https://v10-1.orthodb.org/?query=119439at33090	Arginine biosynthesis bifunctional protein ArgJ, chloroplastic
120031at33090	Complete	h2tg000005l	7186870	7191544	+	299.2	270	https://v10-1.orthodb.org/?query=120031at33090	FAD dependent oxidoreductase
120338at33090	Complete	h2tg000023l	656316	681616	-	624.0	363	https://v10-1.orthodb.org/?query=120338at33090	Methylthiotransferase, N-terminal
120455at33090	Complete	h2tg000003l	17582764	17590120	+	402.9	230	https://v10-1.orthodb.org/?query=120455at33090	Uracil-DNA glycosylase
120589at33090	Duplicated	h2tg000020l	13087137	13105184	-	660.7	429	https://v10-1.orthodb.org/?query=120589at33090	beta-catenin-like protein 1
120589at33090	Duplicated	h2tg000001l	16072898	16093860	+	659.2	429	https://v10-1.orthodb.org/?query=120589at33090	beta-catenin-like protein 1
121281at33090	Complete	h2tg000024l	12011297	12043491	+	402.2	276	https://v10-1.orthodb.org/?query=121281at33090	Formyl transferase, C-terminal
121303at33090	Complete	h2tg000030l	2353894	2357929	-	483.7	351	https://v10-1.orthodb.org/?query=121303at33090	Alpha/Beta hydrolase fold
122367at33090	Complete	h2tg000008l	16573298	16574779	-	490.4	336	https://v10-1.orthodb.org/?query=122367at33090	Amine oxidase
122422at33090	Complete	h2tg000006l	1445767	1451248	-	378.8	246	https://v10-1.orthodb.org/?query=122422at33090	Short-chain dehydrogenase/reductase SDR
122831at33090	Complete	h2tg000003l	9612705	9624702	-	362.0	299	https://v10-1.orthodb.org/?query=122831at33090	Helicase, C-terminal
122958at33090	Complete	h2tg000019l	4112511	4132001	+	411.2	264	https://v10-1.orthodb.org/?query=122958at33090	Leucine carboxyl methyltransferase 1
